[1] ['1', '1', '7'] -> 7 / (1 + 1) mod 41
[57] ['6', '13', '22'] -> (6 - 22) / 13 mod 41
[58] ['1', '12', '33'] -> (1 + 12) / 33 mod 41
[59] ['6', '13', '28'] -> (13 * 6) + 28 mod 41
[60] ['6', '13', '29'] -> (29 / 13) + 6 mod 41
[61] ['6', '13', '32'] -> (13 + 32) * 6 mod 41
[62] ['6', '13', '38'] -> 6 - (13 / 38) mod 41
[63] ['6', '13', '40'] -> (40 + 6) * 13 mod 41
[64] ['6', '14', '14'] -> (14 - 6) / 14 mod 41
[65] ['6', '14', '18'] -> (18 - 14) * 6 mod 41
[66] ['6', '14', '20'] -> (20 * 6) - 14 mod 41
[67] ['6', '14', '23'] -> (23 / 6) - 14 mod 41
[68] ['6', '14', '26'] -> 26 - (14 * 6) mod 41
[69] ['1', '12', '40'] -> (1 - 40) * 12 mod 41
[70] ['6', '14', '27'] -> (6 - 14) / 27 mod 41
[71] ['6', '14', '31'] -> (14 + 31) * 6 mod 41
[72] ['6', '14', '33'] -> (14 / 6) - 33 mod 41
[73] ['6', '14', '36'] -> (14 / 36) - 6 mod 41
[74] ['6', '14', '38'] -> (6 - 14) * 38 mod 41
[75] ['6', '14', '40'] -> 40 - (14 / 6) mod 41
[76] ['6', '15', '17'] -> 6 - (17 / 15) mod 41
[77] ['6', '15', '21'] -> (15 / 21) - 6 mod 41
[78] ['6', '15', '27'] -> (27 * 6) - 15 mod 41
[79] ['6', '15', '31'] -> 15 / (6 - 31) mod 41
[80] ['1', '13', '14'] -> 1 - (13 * 14) mod 41
[81] ['6', '15', '32'] -> 32 - (15 * 6) mod 41
[82] ['6', '15', '34'] -> (15 * 34) + 6 mod 41
[83] ['6', '15', '36'] -> (36 - 15) / 6 mod 41
[84] ['6', '16', '16'] -> (16 + 6) * 16 mod 41
[85] ['6', '16', '18'] -> (16 + 6) / 18 mod 41
[86] ['6', '16', '19'] -> 16 / (6 - 19) mod 41
[87] ['6', '16', '20'] -> (20 - 16) * 6 mod 41
[88] ['6', '16', '21'] -> (21 - 6) / 16 mod 41
[89] ['6', '16', '22'] -> 16 / (22 + 6) mod 41
[90] ['6', '16', '28'] -> (28 - 6) * 16 mod 41
[91] ['1', '13', '15'] -> (1 / 15) + 13 mod 41
[92] ['6', '16', '30'] -> 16 - (6 / 30) mod 41
[93] ['6', '16', '40'] -> 6 - (40 / 16) mod 41
[94] ['6', '17', '20'] -> 20 - (17 / 6) mod 41
[95] ['6', '17', '21'] -> (21 - 17) * 6 mod 41
[96] ['6', '17', '22'] -> 6 - (22 / 17) mod 41
[97] ['6', '17', '23'] -> 23 / (6 - 17) mod 41
[98] ['6', '17', '36'] -> (6 / 36) + 17 mod 41
[99] ['6', '18', '22'] -> (22 - 18) * 6 mod 41
[100] ['6', '18', '32'] -> (6 - 32) * 18 mod 41
[101] ['6', '18', '37'] -> (37 / 18) + 6 mod 41
[102] ['1', '13', '17'] -> (1 - 17) / 13 mod 41
[103] ['6', '19', '19'] -> (19 + 6) * 19 mod 41
[104] ['6', '19', '20'] -> 20 - (6 / 19) mod 41
[105] ['6', '19', '21'] -> (19 * 21) - 6 mod 41
[106] ['6', '19', '22'] -> (6 - 22) * 19 mod 41
[107] ['6', '19', '23'] -> (23 - 19) * 6 mod 41
[108] ['6', '19', '25'] -> 25 / (19 - 6) mod 41
[109] ['6', '19', '28'] -> (6 / 19) + 28 mod 41
[110] ['6', '19', '31'] -> (31 - 6) * 19 mod 41
[111] ['6', '19', '36'] -> (6 - 19) * 36 mod 41
[112] ['6', '19', '39'] -> (19 - 39) / 6 mod 41
[113] ['1', '2', '28'] -> (1 / 28) + 2 mod 41
[114] ['1', '13', '20'] -> (1 - 13) / 20 mod 41
[115] ['6', '20', '26'] -> (26 / 20) - 6 mod 41
[116] ['6', '20', '27'] -> (20 * 6) + 27 mod 41
[117] ['6', '20', '29'] -> 20 / (29 + 6) mod 41
[118] ['6', '20', '30'] -> 6 / (20 - 30) mod 41
[119] ['6', '20', '32'] -> (32 / 20) + 6 mod 41
[120] ['6', '20', '34'] -> (20 / 6) - 34 mod 41
[121] ['6', '20', '35'] -> (35 - 6) / 20 mod 41
[122] ['6', '20', '37'] -> (6 - 20) / 37 mod 41
[123] ['6', '21', '22'] -> (6 / 22) - 21 mod 41
[124] ['6', '21', '27'] -> 27 - (21 * 6) mod 41
[125] ['1', '13', '21'] -> (13 - 1) / 21 mod 41
[126] ['6', '21', '28'] -> (28 * 6) - 21 mod 41
[127] ['6', '21', '29'] -> (6 / 21) - 29 mod 41
[128] ['6', '21', '35'] -> (6 - 35) / 21 mod 41
[129] ['6', '21', '37'] -> (21 + 6) / 37 mod 41
[130] ['6', '21', '40'] -> (6 - 40) * 21 mod 41
[131] ['6', '22', '22'] -> (22 - 6) * 22 mod 41
[132] ['6', '22', '23'] -> (22 + 23) * 6 mod 41
[133] ['6', '22', '31'] -> (6 - 31) * 22 mod 41
[134] ['6', '22', '32'] -> 6 / (22 - 32) mod 41
[135] ['6', '22', '35'] -> (35 * 6) - 22 mod 41
[136] ['1', '13', '27'] -> (13 * 27) + 1 mod 41
[137] ['6', '22', '36'] -> (22 + 6) * 36 mod 41
[138] ['6', '22', '38'] -> 22 - (6 / 38) mod 41
[139] ['6', '22', '39'] -> (22 / 39) - 6 mod 41
[140] ['6', '23', '25'] -> (25 - 6) / 23 mod 41
[141] ['6', '23', '28'] -> (6 - 28) / 23 mod 41
[142] ['6', '23', '38'] -> (6 / 23) + 38 mod 41
[143] ['6', '24', '37'] -> (37 + 6) / 24 mod 41
[144] ['6', '25', '25'] -> (25 - 6) * 25 mod 41
[145] ['6', '25', '29'] -> (29 - 25) * 6 mod 41
[146] ['6', '25', '31'] -> (25 / 31) + 6 mod 41
[147] ['1', '13', '32'] -> 13 / (1 + 32) mod 41
[148] ['6', '25', '38'] -> (25 * 6) + 38 mod 41
[149] ['6', '25', '40'] -> (40 / 25) + 6 mod 41
[150] ['6', '26', '31'] -> 26 / (31 - 6) mod 41
[151] ['6', '26', '32'] -> (26 * 6) + 32 mod 41
[152] ['6', '26', '39'] -> (26 * 39) - 6 mod 41
[153] ['6', '26', '40'] -> 40 - (6 / 26) mod 41
[154] ['6', '27', '27'] -> (27 + 6) / 27 mod 41
[155] ['6', '27', '28'] -> (27 * 28) + 6 mod 41
[156] ['6', '27', '33'] -> (27 * 33) - 6 mod 41
[157] ['6', '28', '28'] -> 28 - (28 * 6) mod 41
[158] ['1', '13', '34'] -> 13 / (34 - 1) mod 41
[159] ['6', '28', '29'] -> 6 - (29 / 28) mod 41
[160] ['6', '28', '32'] -> (32 - 28) * 6 mod 41
[161] ['6', '28', '34'] -> (28 + 34) / 6 mod 41
[162] ['6', '28', '37'] -> 37 / (28 + 6) mod 41
[163] ['6', '29', '31'] -> (31 / 6) - 29 mod 41
[164] ['6', '29', '39'] -> 6 / (29 - 39) mod 41
[165] ['6', '30', '33'] -> (30 * 6) - 33 mod 41
[166] ['6', '30', '36'] -> 30 - (36 / 6) mod 41
[167] ['6', '30', '37'] -> (37 / 6) - 30 mod 41
[168] ['6', '31', '34'] -> (31 + 6) / 34 mod 41
[169] ['1', '13', '39'] -> (1 - 13) * 39 mod 41
[170] ['6', '31', '37'] -> 6 - (31 / 37) mod 41
[171] ['6', '31', '39'] -> (31 * 6) - 39 mod 41
[172] ['6', '32', '34'] -> (34 / 6) + 32 mod 41
[173] ['6', '32', '40'] -> 6 / (32 + 40) mod 41
[174] ['6', '33', '35'] -> (6 / 33) + 35 mod 41
[175] ['6', '33', '36'] -> (33 / 36) + 6 mod 41
[176] ['6', '35', '40'] -> 40 / (35 - 6) mod 41
[177] ['6', '36', '36'] -> 6 / (36 + 36) mod 41
[178] ['6', '36', '37'] -> (6 / 37) - 36 mod 41
[179] ['6', '36', '38'] -> (38 + 6) / 36 mod 41
[180] ['1', '14', '18'] -> (1 + 14) * 18 mod 41
[181] ['6', '36', '40'] -> (40 - 36) * 6 mod 41
[182] ['6', '37', '37'] -> 37 - (37 / 6) mod 41
[183] ['7', '7', '8'] -> 8 / (7 + 7) mod 41
[184] ['7', '7', '9'] -> 7 / (9 - 7) mod 41
[185] ['7', '7', '11'] -> (11 - 7) / 7 mod 41
[186] ['7', '7', '16'] -> (7 * 7) + 16 mod 41
[187] ['7', '7', '18'] -> (7 / 7) - 18 mod 41
[188] ['7', '7', '20'] -> (20 * 7) + 7 mod 41
[189] ['7', '7', '21'] -> 7 - (21 * 7) mod 41
[190] ['7', '7', '22'] -> (22 * 7) - 7 mod 41
[191] ['1', '14', '19'] -> 1 - (14 / 19) mod 41
[192] ['7', '7', '23'] -> (7 / 7) + 23 mod 41
[193] ['7', '7', '27'] -> (7 - 27) * 7 mod 41
[194] ['7', '7', '32'] -> 32 - (7 * 7) mod 41
[195] ['7', '7', '36'] -> 7 / (36 + 7) mod 41
[196] ['7', '7', '37'] -> (37 / 7) + 7 mod 41
[197] ['7', '7', '39'] -> (7 / 39) + 7 mod 41
[198] ['7', '8', '11'] -> 8 - (11 / 7) mod 41
[199] ['7', '8', '19'] -> (19 / 7) - 8 mod 41
[200] ['7', '8', '20'] -> (7 - 20) / 8 mod 41
[201] ['7', '8', '22'] -> (7 / 22) - 8 mod 41
[202] ['1', '14', '20'] -> (1 / 14) - 20 mod 41
[203] ['7', '8', '34'] -> 8 / (7 - 34) mod 41
[204] ['7', '9', '13'] -> (13 - 9) / 7 mod 41
[205] ['7', '9', '17'] -> (7 - 9) / 17 mod 41
[206] ['7', '9', '24'] -> (9 - 7) / 24 mod 41
[207] ['7', '9', '28'] -> (7 + 9) / 28 mod 41
[208] ['7', '9', '35'] -> (7 / 35) - 9 mod 41
[209] ['7', '9', '39'] -> (7 * 9) - 39 mod 41
[210] ['7', '10', '10'] -> 10 / (7 - 10) mod 41
[211] ['7', '10', '13'] -> (7 - 13) / 10 mod 41
[212] ['7', '10', '16'] -> (16 / 7) + 10 mod 41
[213] ['1', '14', '21'] -> (1 / 14) + 21 mod 41
[214] ['7', '10', '28'] -> (28 + 7) / 10 mod 41
[215] ['7', '10', '37'] -> 37 - (7 / 10) mod 41
[216] ['7', '10', '38'] -> 7 - (10 / 38) mod 41
[217] ['7', '11', '11'] -> (11 + 7) / 11 mod 41
[218] ['7', '11', '12'] -> (11 * 7) - 12 mod 41
[219] ['7', '11', '18'] -> 7 - (18 / 11) mod 41
[220] ['7', '11', '23'] -> (23 / 11) + 7 mod 41
[221] ['7', '11', '27'] -> 27 / (7 - 11) mod 41
[222] ['7', '11', '29'] -> (11 * 7) + 29 mod 41
[223] ['7', '11', '33'] -> (7 / 33) - 11 mod 41
[224] ['1', '2', '29'] -> (1 - 2) / 29 mod 41
[225] ['1', '14', '25'] -> 25 / (14 - 1) mod 41
[226] ['7', '11', '37'] -> (37 * 7) + 11 mod 41
[227] ['7', '12', '13'] -> (12 - 7) * 13 mod 41
[228] ['7', '12', '15'] -> (7 / 15) - 12 mod 41
[229] ['7', '12', '16'] -> (16 - 12) / 7 mod 41
[230] ['7', '12', '23'] -> (12 + 7) / 23 mod 41
[231] ['7', '12', '25'] -> (12 + 7) * 25 mod 41
[232] ['7', '12', '26'] -> 26 - (12 * 7) mod 41
[233] ['7', '12', '27'] -> 12 / (7 - 27) mod 41
[234] ['7', '12', '32'] -> (12 - 32) * 7 mod 41
[235] ['7', '12', '34'] -> (12 / 7) + 34 mod 41
[236] ['1', '14', '26'] -> 1 / (26 - 14) mod 41
[237] ['7', '12', '35'] -> (35 + 7) / 12 mod 41
[238] ['7', '12', '37'] -> 12 - (7 / 37) mod 41
[239] ['7', '12', '38'] -> 38 / (12 - 7) mod 41
[240] ['7', '12', '40'] -> (40 / 12) + 7 mod 41
[241] ['7', '13', '13'] -> (13 / 7) - 13 mod 41
[242] ['7', '13', '14'] -> (7 / 13) + 14 mod 41
[243] ['7', '13', '21'] -> 21 / (13 - 7) mod 41
[244] ['7', '13', '28'] -> (13 / 7) + 28 mod 41
[245] ['7', '13', '31'] -> (13 - 7) / 31 mod 41
[246] ['7', '13', '39'] -> (39 + 7) * 13 mod 41
[247] ['1', '14', '28'] -> (14 * 28) + 1 mod 41
[248] ['7', '13', '40'] -> 13 / (40 - 7) mod 41
[249] ['7', '14', '16'] -> 7 / (16 - 14) mod 41
[250] ['7', '14', '18'] -> (18 - 14) / 7 mod 41
[251] ['7', '14', '21'] -> (14 - 7) * 21 mod 41
[252] ['7', '14', '23'] -> (23 * 7) - 14 mod 41
[253] ['7', '14', '25'] -> (7 / 25) - 14 mod 41
[254] ['7', '14', '26'] -> 26 - (14 / 7) mod 41
[255] ['7', '14', '34'] -> (14 - 34) * 7 mod 41
[256] ['7', '14', '35'] -> (35 - 14) * 7 mod 41
[257] ['7', '14', '39'] -> (7 - 14) / 39 mod 41
[258] ['1', '14', '33'] -> (14 - 1) / 33 mod 41
[259] ['7', '15', '35'] -> (15 - 35) * 7 mod 41
[260] ['7', '15', '38'] -> (7 - 15) * 38 mod 41
[261] ['7', '15', '40'] -> (15 * 7) - 40 mod 41
[262] ['7', '16', '18'] -> 7 / (18 - 16) mod 41
[263] ['7', '16', '25'] -> (16 * 25) - 7 mod 41
[264] ['7', '16', '28'] -> 7 - (16 / 28) mod 41
[265] ['7', '16', '37'] -> (37 - 16) * 7 mod 41
[266] ['7', '16', '38'] -> 38 - (16 / 7) mod 41
[267] ['7', '17', '19'] -> 7 / (19 - 17) mod 41
[268] ['7', '17', '20'] -> 20 - (17 * 7) mod 41
[269] ['1', '15', '15'] -> 15 / (1 + 15) mod 41
[270] ['7', '17', '21'] -> (21 - 17) / 7 mod 41
[271] ['7', '17', '22'] -> 22 - (7 / 17) mod 41
[272] ['7', '17', '32'] -> (32 + 7) / 17 mod 41
[273] ['7', '17', '39'] -> 7 - (39 / 17) mod 41
[274] ['7', '18', '18'] -> 18 / (18 - 7) mod 41
[275] ['7', '18', '21'] -> (18 * 7) + 21 mod 41
[276] ['7', '18', '29'] -> (29 - 7) / 18 mod 41
[277] ['7', '18', '30'] -> (18 / 30) + 7 mod 41
[278] ['7', '18', '37'] -> 18 / (7 - 37) mod 41
[279] ['7', '18', '38'] -> (18 - 38) * 7 mod 41
[280] ['1', '15', '19'] -> (19 - 1) * 15 mod 41
[281] ['7', '19', '20'] -> (7 - 19) / 20 mod 41
[282] ['7', '19', '32'] -> (32 - 7) * 19 mod 41
[283] ['7', '20', '20'] -> (20 * 20) - 7 mod 41
[284] ['7', '20', '23'] -> 7 / (20 + 23) mod 41
[285] ['7', '20', '35'] -> 7 - (20 / 35) mod 41
[286] ['7', '21', '22'] -> 7 / (21 + 22) mod 41
[287] ['7', '21', '27'] -> 27 - (21 / 7) mod 41
[288] ['7', '21', '28'] -> (28 / 7) - 21 mod 41
[289] ['7', '21', '29'] -> (29 / 21) + 7 mod 41
[290] ['7', '21', '33'] -> 33 / (7 - 21) mod 41
[291] ['1', '15', '20'] -> (1 / 20) - 15 mod 41
[292] ['7', '21', '34'] -> (21 * 34) + 7 mod 41
[293] ['7', '21', '35'] -> (21 / 35) + 7 mod 41
[294] ['7', '21', '40'] -> 21 / (40 + 7) mod 41
[295] ['7', '22', '27'] -> 22 - (27 / 7) mod 41
[296] ['7', '22', '34'] -> (22 * 7) + 34 mod 41
[297] ['7', '22', '35'] -> (35 / 7) - 22 mod 41
[298] ['7', '23', '23'] -> 23 / (23 + 7) mod 41
[299] ['7', '23', '25'] -> 7 / (25 - 23) mod 41
[300] ['7', '23', '29'] -> (7 - 29) / 23 mod 41
[301] ['7', '23', '30'] -> 7 - (23 / 30) mod 41
[302] ['1', '15', '22'] -> (1 + 15) * 22 mod 41
[303] ['7', '23', '36'] -> (36 * 7) - 23 mod 41
[304] ['7', '24', '36'] -> (36 + 7) / 24 mod 41
[305] ['7', '25', '38'] -> (25 / 7) + 38 mod 41
[306] ['7', '26', '35'] -> (26 * 7) - 35 mod 41
[307] ['7', '27', '33'] -> 7 - (33 / 27) mod 41
[308] ['7', '27', '39'] -> (27 + 7) / 39 mod 41
[309] ['7', '28', '28'] -> 28 - (28 / 7) mod 41
[310] ['7', '28', '35'] -> (7 - 28) / 35 mod 41
[311] ['7', '28', '40'] -> 28 / (7 - 40) mod 41
[312] ['7', '29', '30'] -> 29 - (30 * 7) mod 41
[313] ['1', '15', '26'] -> 15 / (1 - 26) mod 41
[314] ['7', '29', '32'] -> (32 + 7) * 29 mod 41
[315] ['7', '29', '40'] -> 7 - (40 / 29) mod 41
[316] ['7', '30', '30'] -> (30 - 7) / 30 mod 41
[317] ['7', '30', '36'] -> 30 - (36 * 7) mod 41
[318] ['7', '30', '37'] -> (37 * 7) - 30 mod 41
[319] ['7', '31', '31'] -> (31 + 31) * 7 mod 41
[320] ['7', '31', '38'] -> (31 / 38) + 7 mod 41
[321] ['7', '32', '35'] -> (7 / 35) + 32 mod 41
[322] ['7', '32', '39'] -> (7 / 32) - 39 mod 41
[323] ['7', '33', '34'] -> 33 / (34 - 7) mod 41
[324] ['1', '15', '27'] -> 1 / (27 - 15) mod 41
[325] ['7', '33', '38'] -> 7 - (33 * 38) mod 41
[326] ['7', '34', '36'] -> 7 / (36 - 34) mod 41
[327] ['7', '35', '39'] -> (39 - 35) / 7 mod 41
[328] ['7', '37', '37'] -> 37 - (37 * 7) mod 41
[329] ['7', '37', '38'] -> (38 * 7) - 37 mod 41
[330] ['7', '38', '38'] -> (7 - 38) / 38 mod 41
[331] ['8', '8', '8'] -> 8 + 8 + 8 mod 41
[332] ['8', '8', '10'] -> (10 / 8) - 8 mod 41
[333] ['8', '8', '11'] -> (11 - 8) * 8 mod 41
[334] ['8', '8', '15'] -> 15 / (8 + 8) mod 41
[335] ['1', '2', '33'] -> (2 * 33) - 1 mod 41
[336] ['1', '15', '29'] -> (15 * 29) - 1 mod 41
[337] ['8', '8', '18'] -> (8 / 8) - 18 mod 41
[338] ['8', '8', '23'] -> (8 / 8) + 23 mod 41
[339] ['8', '8', '25'] -> 25 - (8 / 8) mod 41
[340] ['8', '8', '28'] -> (8 + 8) / 28 mod 41
[341] ['8', '8', '31'] -> (8 / 31) - 8 mod 41
[342] ['8', '8', '35'] -> 8 / (8 - 35) mod 41
[343] ['8', '8', '39'] -> 8 - (39 * 8) mod 41
[344] ['8', '9', '13'] -> (9 / 8) - 13 mod 41
[345] ['8', '9', '28'] -> (9 / 8) + 28 mod 41
[346] ['8', '9', '29'] -> (8 - 9) / 29 mod 41
[347] ['1', '15', '34'] -> 1 - (15 * 34) mod 41
[348] ['8', '9', '36'] -> 8 / (9 - 36) mod 41
[349] ['8', '9', '37'] -> (37 - 9) / 8 mod 41
[350] ['8', '10', '13'] -> (13 - 10) * 8 mod 41
[351] ['8', '10', '14'] -> (8 - 14) / 10 mod 41
[352] ['8', '10', '16'] -> (10 / 16) + 8 mod 41
[353] ['8', '10', '25'] -> 8 - (10 / 25) mod 41
[354] ['8', '10', '27'] -> (27 + 8) / 10 mod 41
[355] ['8', '10', '36'] -> (10 * 36) - 8 mod 41
[356] ['8', '10', '38'] -> (38 - 10) / 8 mod 41
[357] ['8', '11', '18'] -> (11 * 8) + 18 mod 41
[358] ['1', '15', '37'] -> (1 - 15) / 37 mod 41
[359] ['8', '11', '19'] -> 11 - (19 / 8) mod 41
[360] ['8', '11', '22'] -> (22 / 8) + 11 mod 41
[361] ['8', '11', '35'] -> (11 * 35) + 8 mod 41
[362] ['8', '11', '39'] -> (39 - 11) / 8 mod 41
[363] ['8', '12', '19'] -> 12 - (19 * 8) mod 41
[364] ['8', '12', '22'] -> (22 * 8) + 12 mod 41
[365] ['8', '12', '23'] -> (8 / 23) - 12 mod 41
[366] ['8', '12', '32'] -> (12 + 32) * 8 mod 41
[367] ['8', '12', '38'] -> 38 - (12 * 8) mod 41
[368] ['8', '12', '40'] -> (40 - 12) / 8 mod 41
[369] ['1', '16', '16'] -> (16 - 1) / 16 mod 41
[370] ['8', '13', '13'] -> (13 - 8) * 13 mod 41
[371] ['8', '13', '14'] -> 13 - (14 * 8) mod 41
[372] ['8', '13', '15'] -> (13 + 15) / 8 mod 41
[373] ['8', '13', '25'] -> 13 / (25 + 8) mod 41
[374] ['8', '13', '26'] -> (13 - 26) / 8 mod 41
[375] ['8', '13', '28'] -> (8 - 13) * 28 mod 41
[376] ['8', '13', '31'] -> (13 + 31) * 8 mod 41
[377] ['8', '13', '33'] -> (33 - 8) / 13 mod 41
[378] ['8', '14', '15'] -> (15 * 8) - 14 mod 41
[379] ['8', '14', '19'] -> (19 / 14) + 8 mod 41
[380] ['1', '16', '18'] -> (16 - 1) * 18 mod 41
[381] ['8', '14', '20'] -> 20 / (8 - 14) mod 41
[382] ['8', '14', '22'] -> 8 - (22 / 14) mod 41
[383] ['8', '14', '27'] -> (14 - 27) / 8 mod 41
[384] ['8', '14', '28'] -> 8 / (28 - 14) mod 41
[385] ['8', '14', '29'] -> (14 / 8) - 29 mod 41
[386] ['8', '14', '31'] -> (14 - 8) / 31 mod 41
[387] ['8', '14', '34'] -> 8 - (14 * 34) mod 41
[388] ['8', '14', '38'] -> (38 / 14) - 8 mod 41
[389] ['8', '15', '19'] -> 19 / (15 + 8) mod 41
[390] ['8', '15', '20'] -> (8 - 15) * 20 mod 41
[391] ['1', '16', '20'] -> (1 - 20) * 16 mod 41
[392] ['8', '15', '23'] -> (8 / 15) - 23 mod 41
[393] ['8', '15', '25'] -> (25 / 8) - 15 mod 41
[394] ['8', '15', '27'] -> (15 * 8) + 27 mod 41
[395] ['8', '15', '28'] -> (15 - 28) / 8 mod 41
[396] ['8', '15', '35'] -> (35 / 15) + 8 mod 41
[397] ['8', '15', '39'] -> (8 - 15) / 39 mod 41
[398] ['8', '16', '18'] -> 16 - (18 / 8) mod 41
[399] ['8', '16', '26'] -> 26 - (16 / 8) mod 41
[400] ['8', '16', '31'] -> 8 - (31 / 16) mod 41
[401] ['8', '16', '34'] -> (8 - 34) / 16 mod 41
[402] ['1', '16', '21'] -> (1 + 21) * 16 mod 41
[403] ['8', '16', '36'] -> 16 / (36 - 8) mod 41
[404] ['8', '16', '39'] -> 8 / (16 + 39) mod 41
[405] ['8', '17', '20'] -> (20 - 17) * 8 mod 41
[406] ['8', '17', '21'] -> 21 - (17 / 8) mod 41
[407] ['8', '17', '22'] -> 8 - (17 / 22) mod 41
[408] ['8', '17', '28'] -> 8 - (17 * 28) mod 41
[409] ['8', '17', '34'] -> 17 - (8 / 34) mod 41
[410] ['8', '17', '35'] -> 17 - (35 * 8) mod 41
[411] ['8', '18', '20'] -> (18 * 20) - 8 mod 41
[412] ['8', '18', '21'] -> (21 - 18) * 8 mod 41
[413] ['1', '16', '25'] -> (1 - 16) / 25 mod 41
[414] ['8', '18', '22'] -> (8 / 18) - 22 mod 41
[415] ['8', '18', '25'] -> (18 + 8) / 25 mod 41
[416] ['8', '18', '29'] -> 29 - (8 / 18) mod 41
[417] ['8', '18', '35'] -> 35 / (18 - 8) mod 41
[418] ['8', '18', '36'] -> (36 * 8) - 18 mod 41
[419] ['8', '18', '40'] -> 8 - (40 / 18) mod 41
[420] ['8', '19', '22'] -> (22 - 19) * 8 mod 41
[421] ['8', '19', '26'] -> 19 / (8 - 26) mod 41
[422] ['8', '19', '27'] -> 8 - (19 / 27) mod 41
[423] ['8', '19', '34'] -> (34 / 19) - 8 mod 41
[424] ['1', '16', '29'] -> 16 / (29 - 1) mod 41
[425] ['8', '20', '23'] -> (23 - 20) * 8 mod 41
[426] ['8', '20', '25'] -> (25 / 20) - 8 mod 41
[427] ['8', '20', '28'] -> (20 * 8) + 28 mod 41
[428] ['8', '21', '21'] -> (21 * 8) - 21 mod 41
[429] ['8', '21', '26'] -> (26 * 8) + 21 mod 41
[430] ['8', '22', '22'] -> (22 + 22) * 8 mod 41
[431] ['8', '22', '26'] -> 22 / (26 - 8) mod 41
[432] ['8', '22', '27'] -> (22 / 27) + 8 mod 41
[433] ['8', '22', '28'] -> (28 + 8) / 22 mod 41
[434] ['8', '22', '29'] -> (22 * 8) - 29 mod 41
[435] ['1', '16', '35'] -> (1 / 16) - 35 mod 41
[436] ['8', '22', '30'] -> (22 / 8) - 30 mod 41
