[1] ['1', '1', '1', '8'] -> (1 + 1 + 1) * 8
[38] ['2', '2', '5', '14'] -> ((14 / 2) + 5) * 2
[39] ['2', '2', '5', '17'] -> (17 * 2) - (2 * 5)
[40] ['2', '4', '4', '9'] -> ((9 - 2) * 4) - 4
[41] ['2', '4', '5', '5'] -> ((5 + 5) * 2) + 4
[42] ['2', '4', '5', '19'] -> ((19 - 5) * 2) - 4
[43] ['2', '4', '7', '7'] -> ((7 + 7) * 2) - 4
[44] ['2', '4', '10', '10'] -> ((4 / 10) + 2) * 10
[45] ['2', '4', '11', '12'] -> ((11 - 2) * 4) - 12
[46] ['1', '1', '3', '15'] -> (1 + 1) * (15 - 3)
[47] ['2', '3', '16', '16'] -> (16 - (16 / 2)) * 3
[48] ['2', '3', '16', '17'] -> ((17 + 3) * 2) - 16
[49] ['2', '3', '17', '18'] -> (17 - (18 / 2)) * 3
[50] ['2', '4', '13', '18'] -> ((18 + 4) / 2) + 13
[51] ['2', '4', '14', '14'] -> (2 - (4 / 14)) * 14
[52] ['1', '2', '9', '11'] -> ((1 + 2) * 11) - 9
[53] ['1', '2', '9', '19'] -> ((1 + 9) / 2) + 19
[54] ['2', '5', '5', '8'] -> ((5 / 5) + 2) * 8
[55] ['2', '5', '5', '10'] -> (5 - (2 / 10)) * 5
[56] ['2', '5', '5', '14'] -> ((14 / 5) + 2) * 5
[57] ['2', '5', '7', '8'] -> ((2 * 5) - 7) * 8
[58] ['2', '5', '7', '16'] -> (5 - (7 / 2)) * 16
[59] ['2', '5', '9', '15'] -> ((15 / 5) + 9) * 2
[60] ['2', '6', '13', '18'] -> (13 - (18 / 2)) * 6
[61] ['2', '6', '14', '17'] -> (17 - 14) * (2 + 6)
[62] ['2', '6', '15', '15'] -> (2 - (6 / 15)) * 15
[63] ['2', '6', '15', '16'] -> ((15 / 2) - 6) * 16
[64] ['1', '2', '13', '15'] -> ((1 + 2) * 13) - 15
[65] ['1', '2', '13', '17'] -> ((1 + 13) / 2) + 17
[66] ['2', '6', '6', '11'] -> ((6 / 6) + 11) * 2
[67] ['2', '6', '6', '13'] -> (13 - (6 / 6)) * 2
[68] ['2', '6', '7', '18'] -> (18 - (2 * 7)) * 6
[69] ['2', '6', '8', '15'] -> (15 - (2 * 6)) * 8
[70] ['2', '6', '10', '15'] -> ((6 / 15) + 2) * 10
[71] ['1', '2', '16', '19'] -> ((1 + 19) * 2) - 16
[72] ['2', '5', '12', '18'] -> (12 * 5) - (18 * 2)
[73] ['2', '5', '14', '14'] -> ((14 + 5) * 2) - 14
[74] ['2', '5', '14', '15'] -> ((15 + 5) / 2) + 14
[75] ['2', '5', '14', '18'] -> ((5 - 2) * 14) - 18
[76] ['2', '5', '15', '15'] -> (15 - (15 / 5)) * 2
[77] ['1', '2', '18', '18'] -> (18 / (1 + 2)) + 18
[78] ['2', '7', '7', '10'] -> ((10 / 7) + 2) * 7
[79] ['2', '7', '7', '13'] -> (13 - (7 / 7)) * 2
[80] ['2', '7', '8', '9'] -> ((7 + 9) * 2) - 8
[81] ['2', '7', '8', '17'] -> (17 - (2 * 7)) * 8
[82] ['2', '7', '9', '15'] -> ((7 * 9) - 15) / 2
[83] ['2', '7', '10', '17'] -> ((10 * 17) - 2) / 7
[84] ['2', '7', '11', '15'] -> ((11 + 7) / 2) + 15
[85] ['2', '7', '11', '19'] -> ((19 + 7) / 2) + 11
[86] ['2', '7', '12', '15'] -> 12 / ((15 / 2) - 7)
[87] ['2', '8', '8', '11'] -> ((8 / 8) + 11) * 2
[88] ['2', '8', '8', '19'] -> (19 - (2 * 8)) * 8
[89] ['2', '8', '10', '17'] -> ((10 * 2) - 17) * 8
[90] ['2', '8', '10', '19'] -> ((10 * 19) + 2) / 8
[91] ['2', '8', '11', '11'] -> ((11 / 11) + 2) * 8
[92] ['2', '8', '11', '14'] -> ((11 + 8) * 2) - 14
[93] ['2', '8', '12', '15'] -> 12 / (8 - (15 / 2))
[94] ['2', '8', '13', '13'] -> ((13 / 13) + 2) * 8
[95] ['2', '8', '15', '17'] -> ((15 + 17) / 2) + 8
[96] ['2', '8', '16', '19'] -> ((19 / 2) - 8) * 16
[97] ['2', '8', '18', '18'] -> ((18 / 18) + 2) * 8
[98] ['2', '8', '19', '19'] -> ((19 / 19) + 2) * 8
[99] ['2', '7', '14', '16'] -> (2 - (7 / 14)) * 16
[100] ['2', '7', '14', '18'] -> ((14 + 7) * 2) - 18
[101] ['2', '7', '15', '19'] -> ((15 + 19) / 2) + 7
[102] ['2', '7', '16', '18'] -> ((16 + 18) / 2) + 7
[103] ['1', '4', '5', '19'] -> ((19 * 5) + 1) / 4
[104] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11)
[105] ['1', '1', '4', '10'] -> ((1 + 1) * 10) + 4
[106] ['1', '4', '6', '10'] -> ((4 - 1) * 10) - 6
[107] ['1', '4', '7', '7'] -> (1 + 7) * (7 - 4)
[108] ['1', '4', '7', '11'] -> ((1 + 4) * 7) - 11
[109] ['1', '4', '7', '18'] -> 18 / ((7 / 4) - 1)
[110] ['2', '11', '11', '11'] -> ((11 / 11) + 11) * 2
[111] ['2', '11', '11', '15'] -> ((11 + 15) / 2) + 11
[112] ['2', '11', '14', '14'] -> ((14 / 14) + 11) * 2
[113] ['2', '11', '15', '15'] -> ((15 / 15) + 11) * 2
[114] ['2', '11', '16', '16'] -> ((16 / 16) + 11) * 2
[115] ['2', '11', '17', '17'] -> ((17 / 17) + 11) * 2
[116] ['2', '9', '9', '11'] -> ((9 / 9) + 11) * 2
[117] ['2', '9', '9', '13'] -> (13 - (9 / 9)) * 2
[118] ['2', '9', '10', '14'] -> ((10 + 9) * 2) - 14
[119] ['2', '9', '10', '15'] -> ((10 / 15) + 2) * 9
[120] ['2', '9', '10', '19'] -> ((19 + 9) / 2) + 10
[121] ['2', '9', '11', '16'] -> ((11 + 9) * 2) - 16
[122] ['2', '9', '11', '19'] -> ((11 + 19) / 2) + 9
[123] ['2', '9', '12', '17'] -> 12 / (9 - (17 / 2))
[124] ['2', '9', '13', '13'] -> ((13 + 9) / 2) + 13
[125] ['1', '1', '4', '14'] -> ((1 + 1) * 14) - 4
[126] ['2', '9', '13', '17'] -> ((13 + 17) / 2) + 9
[127] ['2', '9', '14', '16'] -> ((14 + 16) / 2) + 9
[128] ['2', '9', '16', '18'] -> (2 - (9 / 18)) * 16
[129] ['2', '10', '17', '17'] -> (2 - (10 / 17)) * 17
[130] ['1', '4', '12', '14'] -> 4 / ((14 / 12) - 1)
[131] ['2', '10', '10', '11'] -> ((10 / 10) + 11) * 2
[132] ['2', '10', '10', '16'] -> ((10 + 10) * 2) - 16
[133] ['2', '10', '10', '18'] -> ((10 + 18) / 2) + 10
[134] ['1', '4', '14', '18'] -> ((4 - 1) * 14) - 18
[135] ['2', '10', '11', '16'] -> ((10 + 16) / 2) + 11
[136] ['2', '10', '11', '17'] -> ((11 + 17) / 2) + 10
[137] ['2', '13', '13', '13'] -> (13 - (13 / 13)) * 2
[138] ['2', '13', '14', '14'] -> (13 - (14 / 14)) * 2
[139] ['2', '13', '15', '15'] -> (13 - (15 / 15)) * 2
[140] ['2', '13', '17', '17'] -> (13 - (17 / 17)) * 2
[141] ['2', '13', '18', '18'] -> (13 - (18 / 18)) * 2
[142] ['2', '13', '19', '19'] -> (13 - (19 / 19)) * 2
[143] ['2', '11', '18', '18'] -> ((18 / 18) + 11) * 2
[144] ['2', '11', '19', '19'] -> ((19 / 19) + 11) * 2
[145] ['1', '4', '15', '18'] -> 4 / (1 - (15 / 18))
[146] ['2', '14', '19', '19'] -> (2 - (14 / 19)) * 19
[147] ['1', '3', '7', '18'] -> ((7 / 3) - 1) * 18
[148] ['1', '1', '5', '14'] -> ((1 + 1) * 5) + 14
[149] ['1', '3', '9', '10'] -> ((1 + 10) * 3) - 9
[150] ['1', '3', '9', '15'] -> (1 + 3) * (15 - 9)
[151] ['1', '3', '13', '18'] -> ((1 + 13) * 3) - 18
[152] ['1', '3', '13', '19'] -> (1 + 3) * (19 - 13)
[153] ['1', '3', '14', '15'] -> ((14 - 1) * 3) - 15
[154] ['1', '3', '14', '16'] -> 3 / (1 - (14 / 16))
[155] ['1', '3', '16', '18'] -> 3 / ((18 / 16) - 1)
[156] ['3', '3', '5', '5'] -> (5 * 5) - (3 / 3)
[157] ['3', '3', '5', '7'] -> ((3 * 5) - 7) * 3
[158] ['3', '3', '5', '14'] -> ((14 - 5) * 3) - 3
[159] ['3', '3', '6', '6'] -> ((6 / 3) + 6) * 3
[160] ['3', '3', '6', '14'] -> (14 * 3) - (3 * 6)
[161] ['3', '3', '7', '7'] -> ((3 / 7) + 3) * 7
[162] ['3', '3', '7', '13'] -> ((3 * 7) - 13) * 3
[163] ['3', '3', '7', '15'] -> (15 * 3) - (3 * 7)
[164] ['3', '3', '8', '8'] -> 8 / (3 - (8 / 3))
[165] ['3', '3', '9', '13'] -> (13 - 9) * (3 + 3)
[166] ['3', '3', '9', '19'] -> ((3 * 9) - 19) * 3
[167] ['3', '3', '10', '19'] -> ((19 - 10) * 3) - 3
[168] ['3', '3', '11', '15'] -> (15 - 11) * (3 + 3)
[169] ['3', '3', '12', '16'] -> (16 - 12) * (3 + 3)
[170] ['3', '3', '13', '15'] -> (13 - (15 / 3)) * 3
[171] ['3', '3', '18', '18'] -> ((18 * 3) + 18) / 3
[172] ['1', '1', '6', '9'] -> ((1 + 1) * 9) + 6
[173] ['3', '3', '3', '3'] -> (3 * 3 * 3) - 3
[174] ['3', '3', '3', '5'] -> (3 * 3) + (3 * 5)
[175] ['3', '3', '3', '9'] -> (9 - (3 / 3)) * 3
[176] ['3', '3', '3', '11'] -> (11 * 3) - (3 * 3)
[177] ['3', '3', '3', '17'] -> (17 - (3 * 3)) * 3
[178] ['3', '3', '4', '13'] -> ((13 - 4) * 3) - 3
[179] ['3', '4', '4', '4'] -> ((3 + 4) * 4) - 4
[180] ['3', '4', '4', '10'] -> ((10 - 3) * 4) - 4
[181] ['3', '4', '4', '17'] -> ((17 * 4) + 4) / 3
[182] ['3', '4', '4', '18'] -> (18 - (3 * 4)) * 4
[183] ['3', '4', '5', '15'] -> ((15 / 5) + 3) * 4
[184] ['1', '1', '6', '12'] -> ((1 + 1) * 6) + 12
[185] ['3', '4', '10', '16'] -> 16 / (4 - (10 / 3))
[186] ['3', '4', '10', '18'] -> ((10 + 4) * 3) - 18
[187] ['3', '4', '11', '19'] -> ((11 + 4) / 3) + 19
[188] ['3', '5', '5', '12'] -> (3 - (5 / 5)) * 12
[189] ['3', '5', '5', '16'] -> ((3 + 5) * 5) - 16
[190] ['3', '5', '7', '13'] -> ((13 * 5) + 7) / 3
[191] ['3', '5', '10', '10'] -> (10 - (10 / 5)) * 3
[192] ['3', '5', '10', '17'] -> ((5 - 3) * 17) - 10
[193] ['3', '5', '11', '16'] -> ((11 - 3) * 5) - 16
[194] ['3', '5', '11', '17'] -> ((11 * 5) + 17) / 3
[195] ['3', '5', '11', '18'] -> (5 - (11 / 3)) * 18
[196] ['3', '5', '13', '17'] -> ((17 * 5) - 13) / 3
[197] ['3', '6', '6', '10'] -> ((6 - 3) * 10) - 6
[198] ['3', '6', '6', '11'] -> ((11 * 6) + 6) / 3
[199] ['3', '6', '8', '17'] -> 8 / (6 - (17 / 3))
[200] ['1', '1', '1', '13'] -> (1 + 1) * (13 - 1)
[201] ['1', '1', '6', '15'] -> ((1 + 1) * 15) - 6
[202] ['3', '6', '11', '14'] -> (11 * 6) - (14 * 3)
[203] ['3', '6', '13', '18'] -> (13 * 6) - (18 * 3)
[204] ['3', '6', '14', '14'] -> ((14 / 14) + 3) * 6
[205] ['3', '4', '17', '17'] -> ((17 + 4) / 3) + 17
[206] ['3', '7', '7', '9'] -> (9 - (7 / 7)) * 3
[207] ['3', '7', '7', '12'] -> (3 - (7 / 7)) * 12
[208] ['3', '7', '7', '18'] -> ((7 + 7) * 3) - 18
[209] ['3', '7', '8', '19'] -> ((7 + 8) / 3) + 19
[210] ['3', '7', '10', '14'] -> (10 - (14 / 7)) * 3
[211] ['3', '7', '11', '11'] -> ((11 / 11) + 7) * 3
[212] ['3', '7', '13', '13'] -> ((13 / 13) + 7) * 3
[213] ['3', '7', '15', '15'] -> ((15 / 15) + 7) * 3
[214] ['3', '6', '17', '17'] -> ((17 / 17) + 3) * 6
[215] ['3', '6', '19', '19'] -> ((19 / 19) + 3) * 6
[216] ['3', '9', '10', '10'] -> (9 - (10 / 10)) * 3
[217] ['3', '9', '11', '13'] -> (13 - 11) * (3 + 9)
[218] ['3', '9', '13', '13'] -> (9 - (13 / 13)) * 3
[219] ['3', '9', '14', '14'] -> (9 - (14 / 14)) * 3
[220] ['3', '9', '15', '17'] -> (17 - 15) * (3 + 9)
[221] ['3', '9', '16', '16'] -> (9 - (16 / 16)) * 3
[222] ['3', '9', '17', '17'] -> (9 - (17 / 17)) * 3
[223] ['3', '9', '19', '19'] -> (9 - (19 / 19)) * 3
[224] ['1', '3', '4', '6'] -> 6 / (1 - (3 / 4))
[225] ['1', '3', '4', '14'] -> ((3 - 1) * 14) - 4
[226] ['3', '8', '8', '10'] -> ((10 * 8) - 8) / 3
[227] ['3', '8', '8', '16'] -> ((8 - 3) * 8) - 16
[228] ['3', '8', '11', '16'] -> ((11 * 8) - 16) / 3
[229] ['3', '8', '12', '16'] -> (3 - (12 / 8)) * 16
[230] ['3', '8', '13', '17'] -> ((13 + 8) / 3) + 17
[231] ['3', '5', '14', '19'] -> ((5 - 3) * 19) - 14
[232] ['3', '5', '18', '18'] -> ((18 * 5) - 18) / 3
[233] ['3', '7', '16', '16'] -> ((16 / 16) + 7) * 3
[234] ['3', '7', '19', '19'] -> ((19 / 19) + 7) * 3
[235] ['1', '1', '7', '10'] -> ((1 + 1) * 7) + 10
[236] ['3', '11', '11', '12'] -> (3 - (11 / 11)) * 12
[237] ['3', '11', '14', '19'] -> ((11 + 19) / 3) + 14
[238] ['3', '11', '15', '16'] -> ((11 + 16) / 3) + 15
[239] ['3', '12', '13', '13'] -> (3 - (13 / 13)) * 12
[240] ['3', '12', '16', '16'] -> (3 - (16 / 16)) * 12
[241] ['3', '12', '17', '17'] -> (3 - (17 / 17)) * 12
[242] ['3', '12', '17', '19'] -> ((17 + 19) / 3) + 12
[243] ['3', '12', '19', '19'] -> (3 - (19 / 19)) * 12
[244] ['3', '12', '12', '12'] -> (3 - (12 / 12)) * 12
[245] ['3', '13', '13', '15'] -> (3 - (15 / 13)) * 13
[246] ['3', '13', '14', '15'] -> ((13 + 14) / 3) + 15
[247] ['3', '13', '16', '17'] -> ((16 + 17) / 3) + 13
[248] ['3', '14', '14', '16'] -> ((14 + 16) / 3) + 14
[249] ['3', '14', '14', '18'] -> (3 - (18 / 14)) * 14
[250] ['4', '4', '8', '19'] -> (19 - (4 * 4)) * 8
[251] ['4', '4', '9', '18'] -> ((18 / 9) + 4) * 4
[252] ['4', '4', '10', '10'] -> ((10 * 10) - 4) / 4
[253] ['4', '4', '10', '17'] -> ((17 - 10) * 4) - 4
[254] ['4', '4', '11', '17'] -> (17 * 4) - (11 * 4)
[255] ['4', '4', '11', '18'] -> ((18 - 11) * 4) - 4
[256] ['4', '4', '12', '15'] -> (15 - 12) * (4 + 4)
[257] ['4', '4', '12', '19'] -> ((19 - 12) * 4) - 4
[258] ['4', '4', '13', '16'] -> (16 - 13) * (4 + 4)
[259] ['4', '4', '14', '17'] -> (17 - 14) * (4 + 4)
[260] ['4', '4', '15', '18'] -> (18 - 15) * (4 + 4)
[261] ['4', '4', '18', '19'] -> 18 / ((19 / 4) - 4)
[262] ['1', '1', '8', '8'] -> ((1 + 1) * 8) + 8
[263] ['4', '5', '5', '7'] -> (7 - (5 / 5)) * 4
[264] ['4', '5', '5', '8'] -> (4 - (5 / 5)) * 8
[265] ['4', '4', '4', '5'] -> ((4 / 4) + 5) * 4
[266] ['4', '4', '4', '11'] -> ((11 - 4) * 4) - 4
[267] ['4', '4', '5', '14'] -> ((4 * 5) - 14) * 4
[268] ['4', '4', '6', '13'] -> ((13 - 6) * 4) - 4
[269] ['4', '4', '6', '15'] -> 6 / (4 - (15 / 4))
[270] ['4', '4', '7', '7'] -> (4 - (4 / 7)) * 7
[271] ['4', '4', '7', '10'] -> (10 - 7) * (4 + 4)
[272] ['4', '4', '7', '13'] -> (13 * 4) - (4 * 7)
[273] ['4', '5', '7', '14'] -> ((7 - 5) * 14) - 4
[274] ['4', '5', '9', '9'] -> ((9 / 9) + 5) * 4
[275] ['4', '5', '11', '17'] -> ((17 * 5) + 11) / 4
[276] ['4', '5', '13', '13'] -> ((13 / 13) + 5) * 4
[277] ['4', '5', '14', '14'] -> ((14 / 14) + 5) * 4
[278] ['4', '5', '17', '17'] -> ((17 / 17) + 5) * 4
[279] ['4', '5', '18', '18'] -> ((18 / 18) + 5) * 4
[280] ['4', '5', '19', '19'] -> ((19 / 19) + 5) * 4
[281] ['4', '6', '10', '14'] -> ((10 * 14) + 4) / 6
[282] ['4', '6', '10', '17'] -> ((6 - 4) * 17) - 10
[283] ['4', '6', '11', '18'] -> ((11 - 4) * 6) - 18
[284] ['4', '6', '13', '18'] -> ((13 * 6) + 18) / 4
[285] ['1', '6', '6', '6'] -> ((6 - 1) * 6) - 6
[286] ['1', '6', '6', '8'] -> 6 / (1 - (6 / 8))
[287] ['1', '6', '7', '9'] -> (1 + 7) * (9 - 6)
[288] ['4', '6', '6', '17'] -> ((17 * 6) - 6) / 4
[289] ['4', '7', '9', '9'] -> (7 - (9 / 9)) * 4
[290] ['4', '7', '9', '14'] -> ((9 - 7) * 14) - 4
[291] ['4', '7', '9', '15'] -> ((15 * 7) - 9) / 4
[292] ['4', '7', '10', '10'] -> (7 - (10 / 10)) * 4
[293] ['4', '7', '11', '11'] -> (7 - (11 / 11)) * 4
[294] ['4', '7', '13', '13'] -> (7 - (13 / 13)) * 4
[295] ['4', '7', '13', '15'] -> ((7 - 4) * 13) - 15
[296] ['4', '7', '13', '19'] -> ((13 + 7) / 4) + 19
[297] ['4', '7', '15', '15'] -> (7 - (15 / 15)) * 4
[298] ['4', '7', '17', '17'] -> (7 - (17 / 17)) * 4
[299] ['4', '7', '19', '19'] -> (7 - (19 / 19)) * 4
[300] ['4', '8', '11', '16'] -> (11 * 8) - (16 * 4)
[301] ['4', '8', '12', '17'] -> ((17 - 8) * 4) - 12
[302] ['4', '8', '15', '15'] -> (4 - (15 / 15)) * 8
[303] ['4', '8', '17', '17'] -> (4 - (17 / 17)) * 8
[304] ['1', '6', '11', '13'] -> ((11 * 13) + 1) / 6
[305] ['4', '8', '19', '19'] -> (4 - (19 / 19)) * 8
[306] ['4', '9', '9', '15'] -> ((9 * 9) + 15) / 4
[307] ['4', '9', '11', '19'] -> ((11 + 9) / 4) + 19
[308] ['4', '7', '7', '7'] -> (7 - (7 / 7)) * 4
[309] ['1', '7', '7', '12'] -> ((7 / 7) + 1) * 12
[310] ['1', '7', '7', '17'] -> ((17 / 7) + 1) * 7
[311] ['1', '7', '7', '18'] -> ((7 - 1) * 7) - 18
[312] ['4', '8', '8', '11'] -> ((11 * 8) + 8) / 4
[313] ['4', '8', '8', '13'] -> ((13 * 8) - 8) / 4
[314] ['4', '8', '9', '9'] -> (4 - (9 / 9)) * 8
[315] ['1', '7', '8', '14'] -> ((14 / 7) + 1) * 8
[316] ['4', '9', '17', '19'] -> ((19 + 9) / 4) + 17
[317] ['1', '7', '9', '11'] -> (1 + 11) * (9 - 7)
[318] ['4', '10', '12', '19'] -> ((19 - 10) * 4) - 12
[319] ['4', '10', '17', '18'] -> ((10 + 18) / 4) + 17
[320] ['1', '7', '10', '13'] -> (1 + 7) * (13 - 10)
[321] ['4', '11', '13', '14'] -> ((13 - 11) * 14) - 4
[322] ['4', '11', '17', '17'] -> ((11 + 17) / 4) + 17
[323] ['4', '12', '14', '14'] -> ((14 - 12) * 14) - 4
[324] ['4', '12', '16', '17'] -> ((12 + 16) / 4) + 17
[325] ['4', '14', '14', '17'] -> ((14 + 14) / 4) + 17
[326] ['1', '7', '13', '13'] -> ((13 * 13) - 1) / 7
[327] ['4', '14', '17', '19'] -> ((19 - 17) * 14) - 4
[328] ['1', '7', '13', '16'] -> (1 + 7) * (16 - 13)
[329] ['4', '13', '14', '15'] -> ((15 - 13) * 14) - 4
[330] ['4', '13', '15', '17'] -> ((13 + 15) / 4) + 17
[331] ['4', '16', '16', '16'] -> ((16 + 16) / 4) + 16
[332] ['1', '7', '14', '19'] -> ((19 / 7) - 1) * 14
[333] ['1', '7', '15', '18'] -> (1 + 7) * (18 - 15)
[334] ['1', '7', '16', '19'] -> (1 + 7) * (19 - 16)
[335] ['1', '5', '5', '5'] -> (5 - (1 / 5)) * 5
[336] ['1', '5', '5', '9'] -> (1 + 5) * (9 - 5)
[337] ['1', '5', '5', '10'] -> ((10 - 5) * 5) - 1
[338] ['5', '5', '14', '14'] -> (5 * 5) - (14 / 14)
[339] ['5', '5', '15', '15'] -> (5 * 5) - (15 / 15)
[340] ['1', '5', '5', '12'] -> ((5 / 5) + 1) * 12
[341] ['5', '5', '15', '17'] -> (5 - (17 / 5)) * 15
[342] ['5', '5', '16', '16'] -> (5 * 5) - (16 / 16)
[343] ['1', '5', '5', '19'] -> ((19 / 5) + 1) * 5
[344] ['5', '5', '18', '18'] -> (5 * 5) - (18 / 18)
[345] ['5', '5', '19', '19'] -> (5 * 5) - (19 / 19)
[346] ['1', '1', '10', '17'] -> ((1 + 1) * 17) - 10
[347] ['1', '5', '6', '15'] -> ((15 / 5) + 1) * 6
[348] ['1', '5', '7', '14'] -> ((5 / 7) + 1) * 14
[349] ['5', '5', '5', '5'] -> (5 * 5) - (5 / 5)
[350] ['1', '5', '7', '16'] -> ((1 + 7) * 5) - 16
[351] ['5', '5', '7', '11'] -> (7 - (11 / 5)) * 5
[352] ['5', '5', '8', '8'] -> (5 * 5) - (8 / 8)
[353] ['5', '5', '9', '9'] -> (5 * 5) - (9 / 9)
[354] ['1', '5', '7', '17'] -> ((17 * 7) + 1) / 5
[355] ['5', '5', '10', '10'] -> (5 * 5) - (10 / 10)
[356] ['5', '5', '11', '11'] -> (5 * 5) - (11 / 11)
[357] ['1', '5', '7', '18'] -> ((1 + 5) * 7) - 18
[358] ['5', '5', '13', '13'] -> (5 * 5) - (13 / 13)
[359] ['5', '5', '13', '16'] -> ((13 - 5) * 5) - 16
[360] ['1', '5', '8', '13'] -> ((13 - 8) * 5) - 1
[361] ['1', '1', '10', '19'] -> (10 / (1 + 1)) + 19
[362] ['1', '5', '9', '13'] -> (1 + 5) * (13 - 9)
[363] ['1', '5', '9', '14'] -> ((14 - 9) * 5) - 1
[364] ['1', '5', '10', '14'] -> (1 + 5) * (14 - 10)
[365] ['1', '5', '10', '15'] -> ((15 - 10) * 5) - 1
[366] ['1', '5', '10', '17'] -> ((17 / 5) - 1) * 10
[367] ['1', '5', '11', '11'] -> ((11 * 11) - 1) / 5
[368] ['5', '6', '6', '6'] -> (5 - (6 / 6)) * 6
[369] ['5', '6', '6', '9'] -> (6 * 9) - (5 * 6)
[370] ['5', '6', '7', '7'] -> (5 - (7 / 7)) * 6
[371] ['1', '5', '11', '15'] -> (1 + 5) * (15 - 11)
[372] ['1', '5', '11', '16'] -> ((16 - 11) * 5) - 1
[373] ['5', '6', '11', '11'] -> (5 - (11 / 11)) * 6
[374] ['5', '6', '11', '18'] -> (18 * 5) - (11 * 6)
[375] ['5', '6', '13', '13'] -> (5 - (13 / 13)) * 6
[376] ['1', '5', '12', '14'] -> 14 / (1 - (5 / 12))
[377] ['1', '5', '12', '15'] -> ((15 / 5) - 1) * 12
[378] ['5', '7', '7', '9'] -> (5 + 7) * (9 - 7)
[379] ['5', '7', '7', '11'] -> (5 - (11 / 7)) * 7
[380] ['5', '7', '8', '10'] -> (10 - 8) * (5 + 7)
[381] ['5', '7', '9', '11'] -> (11 - 9) * (5 + 7)
[382] ['5', '7', '10', '11'] -> ((10 - 5) * 7) - 11
[383] ['5', '7', '10', '17'] -> ((7 - 5) * 17) - 10
[384] ['5', '7', '11', '13'] -> (13 - 11) * (5 + 7)
[385] ['5', '7', '11', '14'] -> ((14 - 7) * 5) - 11
[386] ['5', '7', '11', '18'] -> ((11 - 5) * 7) - 18
[387] ['5', '7', '12', '12'] -> (12 * 7) - (12 * 5)
[388] ['5', '7', '13', '15'] -> (15 - 13) * (5 + 7)
[389] ['5', '7', '13', '19'] -> ((19 * 7) - 13) / 5
[390] ['1', '5', '13', '18'] -> ((18 - 13) * 5) - 1
[391] ['5', '7', '14', '16'] -> (16 - 14) * (5 + 7)
[392] ['5', '7', '14', '19'] -> ((7 - 5) * 19) - 14
[393] ['5', '7', '15', '16'] -> ((15 - 7) * 5) - 16
[394] ['5', '7', '15', '17'] -> (17 - 15) * (5 + 7)
[395] ['5', '6', '14', '14'] -> (5 - (14 / 14)) * 6
[396] ['5', '6', '15', '18'] -> (6 - (18 / 15)) * 5
[397] ['5', '6', '16', '16'] -> (5 - (16 / 16)) * 6
[398] ['5', '6', '17', '17'] -> (5 - (17 / 17)) * 6
